"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH"
"279","E0","05/03/05","Crystal Palace","Man United",0,0,"D",0,0,"D","M Clattenburg",2,16,1,9,12,9,2,7,5,4,1,0,7.5,3.6,1.5,6,3.45,1.55,6.5,3.6,1.55,4.8,3.5,1.55,6.5,3.6,1.44,7,3.75,1.5,6.5,3.6,1.44,1.85,1.85,2,1.8,1.41,2.38,1.5,1.84,2,1,1.9,2,1
"280","E0","05/03/05","Fulham","Charlton",0,0,"D",0,0,"D","S Bennett",10,9,5,6,9,12,5,5,3,2,0,0,2.3,3.25,3,2.25,3.2,2.9,2.3,3.25,3,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,3,2.3,3.1,2.75,1.71,2,2.2,1.65,1.65,2.15,0,2.02,1.82,-0.25,2.05,1.85,-0.25
"281","E0","05/03/05","Newcastle","Liverpool",1,0,"H",0,0,"D","H Webb",13,6,4,3,11,16,5,4,2,2,0,0,2.4,3.2,2.87,2.45,3.1,2.7,2.5,3.2,2.75,2.4,3,2.6,2.25,3.2,2.75,2.4,3.25,2.8,2.3,3.1,2.75,1.75,1.95,2.3,1.6,2.05,1.7,-0.25,1.74,2.1,0,1.75,2.15,0
"282","E0","05/03/05","Norwich","Chelsea",1,3,"A",0,1,"A","M Halsey",8,23,5,13,14,15,7,7,1,2,0,0,7.5,4.33,1.4,7.25,4,1.4,7.5,3.95,1.45,5,3.7,1.5,7,3.75,1.4,8.5,4,1.4,7.5,3.6,1.4,1.79,1.9,2.2,1.65,1.54,2.08,1.5,1.96,1.88,1,2,1.9,1
"283","E0","05/03/05","Southampton","Tottenham",1,0,"H",0,0,"D","P Walton",9,13,4,8,7,11,4,10,1,2,0,0,2.5,3.2,2.75,2.4,3.1,2.75,2.5,3.2,2.75,2.4,2.9,2.7,2.38,3.2,2.6,2.5,3.2,2.7,2.5,3.1,2.5,1.71,2,2.2,1.65,1.65,2.15,0,2.06,1.78,-0.25,2.075,1.825,-0.25
"284","E0","06/03/05","Everton","Blackburn",0,1,"A",0,0,"D","P Dowd",12,11,4,5,15,20,6,3,3,2,0,0,1.72,3.4,5,1.7,3.2,5,1.75,3.35,4.85,1.7,3.2,4.2,1.67,3.2,5,1.7,3.4,5,1.66,3.3,4.5,1.65,2.05,2.37,1.55,1.5,2.45,-0.25,1.86,1.98,-0.5,1.85,2.05,-0.5
"285","E0","06/03/05","West Brom","Birmingham",2,0,"H",0,0,"D","S Dunn",12,7,7,0,16,18,13,3,1,1,0,0,2.75,3.2,2.5,2.65,3.1,2.5,2.6,3.25,2.6,2.5,3,2.5,2.5,2.88,2.62,2.6,3.2,2.6,2.5,3.1,2.5,1.65,2.05,2.37,1.55,2.3,1.55,-0.25,1.94,1.9,0,1.95,1.95,0
"286","E0","07/03/05","Man City","Bolton",0,1,"A",0,1,"A","A Wiley",8,11,3,3,10,21,5,5,1,2,0,0,2.25,3.2,3.1,2.2,3.2,3,2.3,3.25,3,2,3.1,3.2,2.2,3.2,2.8,2.3,3.2,3,2.1,3.1,3.1,1.71,2,2.3,1.6,1.55,2.3,0,1.9,1.94,-0.25,2,1.9,-0.25
"287","E0","15/03/05","Chelsea","West Brom",1,0,"H",1,0,"H","N Barry",23,7,11,4,13,9,8,3,0,1,0,0,1.2,6,13,1.15,6,15,1.17,6,17,1.17,5.5,11,1.17,5.5,12,1.17,6,17,1.16,5.5,12,1.71,2,1.7,2.1,1.17,4.45,-0.5,1.9,1.94,-1.75,1.9,2,-1.75
"288","E0","16/03/05","Charlton","Tottenham",2,0,"H",1,0,"H","C Foy",5,7,2,4,15,16,5,2,1,4,0,0,2.37,3.25,2.87,2.45,3.15,2.65,2.4,3.25,2.8,2.2,3,2.9,2.2,3.2,2.8,2.3,3.2,3,2.2,3.2,2.8,2.05,1.65,2.15,1.66,2.4,1.5,-0.5,2.04,1.8,-0.25,2.15,1.75,-0.25
"289","E0","16/03/05","Liverpool","Blackburn",0,0,"D",0,0,"D","B Knight",7,5,2,2,12,13,11,3,1,1,0,0,1.57,3.5,6.5,1.4,4,7.25,1.57,3.6,6,1.55,3.5,4.8,1.62,3.25,5,1.57,3.6,6,1.57,3.3,5.5,2.05,1.65,2.15,1.66,1.57,2.25,-0.5,1.96,1.88,-1,1.975,1.925,-1
"290","E0","19/03/05","Blackburn","Arsenal",0,1,"A",0,1,"A","G Poll",9,10,2,8,21,8,4,6,3,1,0,0,4.5,3.4,1.8,5,3.4,1.65,4.5,3.33,1.8,4,3.2,1.75,5,3.2,1.67,4.33,3.4,1.8,4.8,3.4,1.6,1.95,1.75,2.15,1.66,1.91,1.8,0.5,1.78,2.06,0.75,1.775,2.125,0.75
"291","E0","19/03/05","Bolton","Norwich",1,0,"H",1,0,"H","P Walton",16,6,10,2,20,16,7,6,3,1,0,0,1.57,3.6,6,1.6,3.4,5.5,1.62,3.5,5.75,1.55,3.5,4.8,1.53,3.5,5.5,1.57,3.6,6,1.57,3.3,5.5,2,1.71,2,1.8,1.75,2.08,-0.75,1.76,2.08,-0.75,1.8,2.1,-0.75
"292","E0","19/03/05","Charlton","West Brom",1,4,"A",1,1,"D","M Halsey",8,14,5,9,11,8,3,9,0,0,1,0,1.66,3.4,5.5,1.6,3.4,5.5,1.67,3.45,5.25,1.6,3.4,4.6,1.67,3.25,4.5,1.67,3.4,5.5,1.57,3.5,5,1.9,1.79,2,1.8,1.9,1.9,-0.75,1.92,1.92,-0.75,1.925,1.975,-0.75
"293","E0","19/03/05","Chelsea","Crystal Palace",4,1,"H",1,1,"D","P Dowd",20,6,13,3,13,16,10,4,1,0,0,0,1.2,6,13,1.18,5.5,14,1.2,5.5,15,1.2,5,10,1.2,5,11,1.2,5.5,15,1.16,5.5,12,1.75,1.95,1.7,2.1,2,1.8,-1.75,2,1.84,-1.75,2,1.9,-1.75
"294","E0","19/03/05","Man United","Fulham",1,0,"H",1,0,"H","A D'Urso",19,10,12,6,7,11,18,3,0,1,0,0,1.25,5,13,1.2,5.5,12,1.25,5.3,11,1.25,4.5,9,1.2,5,11,1.25,5.2,11,1.22,5,9.5,1.65,2.05,1.7,2.1,1.9,1.9,-1.5,1.88,1.96,-1.5,1.925,1.975,-1.5
"295","E0","19/03/05","Portsmouth","Newcastle",1,1,"D",1,1,"D","M Messias",13,11,6,6,15,19,4,3,5,4,0,0,2.75,3.2,2.5,2.5,3.2,2.6,2.65,3.2,2.55,2.5,3,2.5,2.6,3.2,2.38,2.7,3.2,2.5,2.62,3.1,2.37,2,1.71,2,1.8,2.05,1.77,0,2.08,1.76,0,2.075,1.825,0
"296","E0","19/03/05","Tottenham","Man City",2,1,"H",1,1,"D","B Knight",12,11,9,7,13,13,6,4,2,3,0,0,1.83,3.3,4.33,1.85,3.2,4,1.87,3.25,4.25,1.85,3.1,3.6,1.8,3.2,4,1.83,3.25,4.33,1.83,3.2,3.75,2.05,1.65,2.05,1.75,1.87,1.83,-0.5,1.9,1.94,-0.5,1.85,2.05,-0.5
"297","E0","20/03/05","Birmingham","Aston Villa",2,0,"H",0,0,"D","M Riley",10,5,4,4,12,20,2,3,3,3,0,0,2.3,3.1,3.1,2.3,3,3,2.35,3.1,3,2.3,3,2.7,2.38,3,2.75,2.3,3.2,3,2.25,3,2.87,2.05,1.65,2.2,1.65,1.9,1.9,-0.25,1.94,1.9,-0.25,1.95,1.95,-0.25
"298","E0","20/03/05","Liverpool","Everton",2,1,"H",2,0,"H","R Styles",15,4,8,2,13,15,5,1,1,4,1,0,1.9,3.1,4.33,1.8,3.2,4.3,1.91,3.25,4,1.9,3.1,3.5,1.8,3.2,4,1.91,3.25,4,1.83,3,4,2.15,1.6,2.3,1.6,1.91,1.79,-0.5,1.9,1.94,-0.5,1.9,2,-0.5
"299","E0","20/03/05","Middlesbrough","Southampton",1,3,"A",1,1,"D","U Rennie",14,12,8,7,20,17,3,6,0,0,0,0,1.8,3.4,4.5,1.75,3.25,4.5,1.87,3.25,4.25,1.8,3.1,3.8,1.73,3.2,4.33,1.75,3.4,4.6,1.8,3,4.2,1.95,1.75,2.1,1.7,1.87,1.84,-0.5,2.14,1.7,-0.75,2.15,1.75,-0.75
"300","E0","02/04/05","Arsenal","Norwich",4,1,"H",2,1,"H","A Wiley",21,3,15,1,8,11,10,3,1,0,0,0,1.2,6,13,1.2,5.5,12,1.2,5.75,13,1.2,5,10,1.14,6,12,1.2,6,13,1.16,5.5,12,1.55,2.25,1.66,2.15,1.85,1.95,-1.75,1.86,1.98,-1.75,1.9,2,-1.75
"301","E0","02/04/05","Birmingham","Tottenham",1,1,"D",0,0,"D","H Webb",14,9,7,5,6,10,3,3,0,1,0,0,2.37,3.2,2.9,2.3,3.1,2.9,2.33,3.2,2.9,2.3,3,2.7,2.2,3.2,2.8,2.38,3.2,2.88,2.2,3.2,2.8,2.05,1.65,2.25,1.61,1.75,2.05,0,2.08,1.76,-0.25,1.725,2.175,0
"302","E0","02/04/05","Charlton","Man City",2,2,"D",1,2,"A","R Styles",9,16,3,8,6,8,6,7,1,0,0,0,2,3.2,3.75,1.95,3.2,3.6,2.05,3.25,3.5,1.9,3.1,3.5,1.8,3.25,3.75,2,3.3,3.6,2,3.2,3.2,2,1.71,2.1,1.7,1.8,2,-0.75,1.82,2.02,-0.25,1.8,2.1,-0.25
"303","E0","02/04/05","Crystal Palace","Middlesbrough",0,1,"A",0,1,"A","S Dunn",23,7,13,5,6,19,8,3,0,4,0,0,2.37,3.2,2.9,2.4,3.2,2.7,2.4,3.2,2.85,2.3,3,2.7,2.2,3.2,2.8,2.4,3.25,2.8,2.37,3.1,2.62,2,1.71,2.15,1.66,1.8,2,0,1.76,2.08,0,1.8,2.1,0
"304","E0","02/04/05","Liverpool","Bolton",1,0,"H",0,0,"D","S Bennett",10,13,7,5,6,13,4,12,1,3,0,0,1.83,3.25,4.5,1.7,3.2,5,1.83,3.3,4.33,1.8,3.1,3.8,1.73,3.2,4.33,1.75,3.4,4.6,1.72,3.25,4.2,2.05,1.65,2.2,1.65,1.83,1.87,-0.5,1.92,1.92,-0.5,2.025,1.875,-0.5
"305","E0","02/04/05","Man United","Blackburn",0,0,"D",0,0,"D","M Riley",23,9,9,3,21,18,9,3,3,2,0,0,1.28,5,10,1.3,4.5,9,1.27,5,10,1.27,4.3,8.5,1.22,5,10,1.29,5,10,1.22,5,9.5,1.79,1.9,1.85,1.95,1.9,1.9,-1.5,1.94,1.9,-1.5,1.925,1.975,-1.5
"306","E0","02/04/05","Newcastle","Aston Villa",0,3,"A",0,1,"A","B Knight",20,8,12,5,14,24,8,6,1,2,3,0,1.72,3.4,5,1.65,3.4,5,1.7,3.3,5.1,1.7,3.2,4.2,1.73,3.2,4.33,1.73,3.4,4.75,1.66,3.3,4.5,1.95,1.75,2,1.8,1.9,1.9,-0.75,1.9,1.94,-0.75,1.95,1.95,-0.75
"307","E0","02/04/05","Southampton","Chelsea",1,3,"A",0,2,"A","M Halsey",4,12,3,8,11,10,4,3,0,2,0,0,6.5,3.5,1.57,6.6,3.5,1.5,6.5,3.5,1.57,4.4,3.3,1.65,6,3.4,1.5,6.5,3.6,1.53,6,3.4,1.5,2.05,1.65,2.1,1.7,1.75,2.05,1,2.04,1.8,0.75,1.7,2.2,1
"308","E0","03/04/05","Fulham","Portsmouth",3,1,"H",0,1,"A","M Clattenburg",12,8,7,4,14,10,5,5,3,3,0,0,2.1,3.25,3.4,1.9,3.25,3.75,2.05,3.25,3.5,1.9,3.1,3.5,2.1,3.2,3,2,3.3,3.6,1.95,3.1,3.5,2,1.71,2.15,1.66,1.8,2,-0.25,1.78,2.06,-0.25,2.1,1.8,-0.5
"309","E0","03/04/05","West Brom","Everton",1,0,"H",0,0,"D","G Poll",8,8,4,2,15,20,7,7,1,2,0,0,2.75,3.2,2.5,3,3.2,2.2,2.9,3.1,2.4,2.6,3,2.4,2.6,3.2,2.38,2.88,3.2,2.38,2.62,3.1,2.37,2.05,1.65,2.2,1.65,1.8,2,0.25,2.1,1.74,0,1.775,2.125,0.25
"310","E0","09/04/05","Blackburn","Southampton",3,0,"H",1,0,"H","N Barry",15,9,8,3,19,14,4,2,2,1,0,0,2.1,3.2,3.5,1.95,3.1,3.75,2,3.2,3.5,1.9,3.1,3.5,2,3.2,3.2,1.95,3.25,3.8,1.95,3.1,3.5,2.05,1.65,2.1,1.7,2,1.67,-0.5,2.04,1.8,-0.5,2.05,1.85,-0.5
"311","E0","09/04/05","Bolton","Fulham",3,1,"H",2,0,"H","D Gallagher",15,7,10,4,6,14,4,6,0,2,0,1,1.72,3.4,5,1.65,3.4,5,1.75,3.3,4.5,1.75,3.2,4,1.67,3.25,4.5,1.73,3.4,4.75,1.72,3.25,4.2,2.05,1.65,2.15,1.66,1.75,1.9,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5
"312","E0","09/04/05","Chelsea","Birmingham",1,1,"D",0,0,"D","C Foy",19,2,12,1,17,12,8,5,2,2,0,0,1.25,5.5,11,1.2,5.5,12,1.25,5,10,1.27,4.3,8.5,1.2,5,11,1.22,5.5,12,1.25,4.5,10,1.9,1.79,2,1.8,1.95,1.85,-1.5,2,1.84,-1.5,2.05,1.85,-1.5
"313","E0","09/04/05","Man City","Liverpool",1,0,"H",0,0,"D","M Riley",11,6,8,1,8,11,5,2,1,1,0,0,2.87,3.2,2.4,2.9,3.2,2.25,2.85,3.2,2.3,2.5,3,2.5,2.5,3.2,2.5,2.8,3.25,2.4,2.62,3.1,2.37,2.05,1.65,2.2,1.65,2,1.8,0,2.02,1.82,0,2.05,1.85,0
"314","E0","09/04/05","Middlesbrough","Arsenal",0,1,"A",0,0,"D","P Dowd",9,7,6,1,11,9,5,3,1,1,0,0,5,3.1,1.8,5,3.4,1.65,4.7,3.3,1.72,4,3.2,1.75,4.33,3.2,1.73,4.75,3.4,1.73,5,3.3,1.61,1.85,1.85,1.9,1.9,1.9,1.9,0.75,1.96,1.88,0.75,1.95,1.95,0.75
"315","E0","09/04/05","Norwich","Man United",2,0,"H",0,0,"D","H Webb",7,16,5,8,19,18,3,4,2,2,0,0,7.5,4,1.44,7,3.75,1.45,7.5,3.8,1.44,5.4,3.8,1.45,7,3.75,1.4,7.5,4,1.44,7,3.75,1.4,1.75,1.95,1.8,2,1.95,1.85,1.25,2,1.84,1.25,1.975,1.925,1.25
"316","E0","09/04/05","Portsmouth","Charlton",4,2,"H",2,2,"D","G Poll",13,8,9,4,11,14,5,4,1,3,0,0,2.3,3.25,3,2.4,3.2,2.7,2.35,3.2,2.8,2.3,3.1,2.6,2.25,3.2,2.75,2.3,3.2,3,2.3,3.2,2.62,2,1.71,2.1,1.7,1.95,1.85,-0.25,1.96,1.88,-0.25,2,1.9,-0.25
"317","E0","10/04/05","Aston Villa","West Brom",1,1,"D",1,0,"H","R Styles",14,7,7,5,6,10,5,5,1,2,1,1,1.83,3.25,4.5,1.8,3.2,4.3,1.8,3.3,4.2,1.8,3.1,3.8,1.8,3.2,4,1.8,3.4,4.33,1.72,3.2,4.33,2,1.71,2.1,1.7,1.8,1.85,-0.5,1.78,2.06,-0.5,2.125,1.775,-0.75
"318","E0","10/04/05","Everton","Crystal Palace",4,0,"H",1,0,"H","U Rennie",13,11,8,3,10,14,4,9,1,1,0,0,1.66,3.4,5.5,1.65,3.4,5,1.65,3.46,5,1.6,3.4,4.6,1.62,3.25,5,1.67,3.4,5.25,1.61,3.3,5,2.05,1.65,2.1,1.7,1.85,1.95,-0.75,1.82,2.02,-0.75,1.9,2,-0.75
"319","E0","10/04/05","Tottenham","Newcastle",1,0,"H",1,0,"H","S Bennett",19,6,6,3,9,15,4,7,2,2,0,0,2.1,3.25,3.4,2.15,3.1,3.2,2.1,3.2,3.25,1.9,3.1,3.5,2,3.2,3.2,2.1,3.2,3.4,2,3.2,3.2,2,1.71,2.1,1.7,1.75,2.05,-0.25,2,1.84,-0.5,1.75,2.15,-0.25
"320","E0","16/04/05","Birmingham","Portsmouth",0,0,"D",0,0,"D","P Walton",9,5,4,4,16,12,7,5,1,2,0,0,1.9,3.1,4.33,1.8,3.1,4.5,1.9,3.25,3.85,1.85,3,3.8,1.8,3.25,3.75,1.91,3.25,4,1.83,3.2,3.75,2.05,1.65,2.2,1.65,1.9,1.76,-0.5,1.94,1.9,-0.5,1.925,1.975,-0.5
"321","E0","16/04/05","Charlton","Bolton",1,2,"A",1,1,"D","A Wiley",18,11,10,5,10,14,8,2,0,1,0,0,2.4,3.2,2.87,2.3,3.1,2.9,2.4,3.2,2.75,2.3,3,2.7,2.6,3.2,2.38,2.4,3.25,2.8,2.3,3.2,2.62,2,1.71,2.05,1.75,2.05,1.75,-0.25,2.06,1.78,-0.25,2.15,1.75,-0.25
"322","E0","16/04/05","Crystal Palace","Norwich",3,3,"D",1,1,"D","R Styles",12,12,10,8,17,21,7,3,2,2,0,0,2,3.2,3.75,1.9,3.25,3.75,2,3.25,3.5,1.9,3.1,3.5,2.1,3.2,3,2,3.4,3.5,2,3.2,3.2,2.05,1.65,2.15,1.66,2,1.69,-0.5,1.98,1.86,-0.5,2.05,1.85,-0.5
"323","E0","16/04/05","Fulham","Man City",1,1,"D",0,1,"A","N Barry",8,7,3,3,9,19,6,8,0,1,0,0,2.3,3.25,3,2.1,3.2,3.2,2.25,3.2,3,2.2,3,2.9,2.4,3.25,2.5,2.3,3.2,3,2.25,3.2,2.75,2,1.71,2.1,1.7,1.9,1.9,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25
"324","E0","16/04/05","Liverpool","Tottenham",2,2,"D",1,1,"D","M Halsey",18,9,7,6,5,7,12,3,0,0,0,0,1.83,3.25,4.5,1.6,3.5,5.25,1.8,3.45,4,1.8,3.1,3.8,1.67,3.4,4.33,1.8,3.4,4.33,1.8,3.3,3.75,2.05,1.65,2.3,1.6,1.8,1.85,-0.5,2.06,1.78,-0.75,2.075,1.825,-0.75
"325","E0","16/04/05","Southampton","Aston Villa",2,3,"A",2,0,"H","A D'Urso",16,11,8,7,10,17,5,8,1,2,0,0,2.2,3.2,3.25,2.1,3.2,3.2,2.2,3.2,3.1,2.2,3,2.9,2.2,3.25,2.75,2.25,3.2,3.1,2.15,3.2,2.87,2,1.71,2.1,1.7,1.82,1.98,-0.25,1.84,2,-0.25,1.85,2.05,-0.25
"326","E0","19/04/05","Bolton","Southampton",1,1,"D",1,0,"H","M Clattenburg",22,5,16,4,9,9,5,2,2,0,0,0,1.61,3.6,5.5,1.7,3.2,5,1.62,3.5,5.25,1.6,3.4,4.6,1.57,3.5,5,1.62,3.6,5.5,1.57,3.5,5,1.95,1.75,2,1.8,1.9,1.9,-0.75,1.96,1.88,-0.75,1.975,1.925,-0.75
"327","E0","19/04/05","Middlesbrough","Fulham",1,1,"D",0,0,"D","R Styles",8,7,4,2,11,12,2,6,1,0,0,0,1.83,3.3,4.33,1.7,3.3,4.75,1.75,3.35,4.5,1.75,3.2,4,1.83,3.25,3.6,1.8,3.4,4.33,1.7,3.4,4.2,2,1.71,2,1.8,2.05,1.7,-0.75,1.82,2.02,-0.5,1.875,2.025,-0.5
"328","E0","20/04/05","Aston Villa","Charlton",0,0,"D",0,0,"D","B Knight",13,12,5,3,14,9,6,5,0,1,0,0,1.9,3.1,4.33,1.9,3.1,4,1.9,3.25,3.85,1.8,3.1,3.8,1.67,3.25,4.5,1.91,3.25,4,1.83,3.3,3.6,1.95,1.75,2,1.8,1.9,1.76,-0.5,1.94,1.9,-0.5,2,1.9,-0.5
"329","E0","20/04/05","Blackburn","Crystal Palace",1,0,"H",1,0,"H","P Walton",18,4,7,3,11,19,11,6,3,2,0,0,1.9,3.3,4,1.9,3.25,3.75,1.9,3.35,3.75,1.8,3.2,3.7,1.73,3.4,4,1.85,3.4,4,1.9,3.3,3.3,1.9,1.79,2,1.8,1.9,1.77,-0.5,1.96,1.88,-0.5,2,1.9,-0.5
"330","E0","20/04/05","Chelsea","Arsenal",0,0,"D",0,0,"D","S Bennett",9,6,3,4,10,16,2,2,1,3,0,0,2.1,3.2,3.5,1.95,3.2,3.6,2,3.25,3.5,2,3.1,3.2,2.1,3.2,3,2.05,3.2,3.6,1.9,3.2,3.5,1.95,1.75,2.1,1.7,1.8,2,-0.25,1.82,2.02,-0.25,1.825,2.075,-0.25
"331","E0","20/04/05","Everton","Man United",1,0,"H",0,0,"D","P Dowd",7,16,3,11,18,17,4,5,3,2,0,2,4,3.3,1.9,3.6,3.2,1.95,3.6,3.3,1.95,3.6,3.1,1.85,3.75,3.2,1.83,3.75,3.4,1.91,3.6,3.3,1.83,2,1.71,2.1,1.7,1.72,1.95,0.5,1.98,1.86,0.5,2.025,1.875,0.5
"332","E0","20/04/05","Man City","Birmingham",3,0,"H",0,0,"D","M Atkinson",8,5,4,1,11,9,8,3,0,1,0,0,2,3.2,3.75,2,3.15,3.5,1.95,3.25,3.65,1.85,3.1,3.6,1.91,3.25,3.4,2,3.3,3.6,1.9,3.3,3.3,2.05,1.65,2.15,1.66,1.8,2,-0.25,1.76,2.08,-0.25,1.775,2.125,-0.25
"333","E0","20/04/05","Norwich","Newcastle",2,1,"H",0,0,"D","A Marriner",15,24,8,10,12,11,6,6,0,0,0,0,2.5,3.4,2.62,2.25,3.2,2.9,2.4,3.35,2.65,2.5,3,2.5,2.4,3.25,2.5,2.4,3.4,2.7,2.37,3.3,2.5,1.85,1.85,1.9,1.9,1.8,2,0,1.82,2.02,0,1.85,2.05,0
"334","E0","20/04/05","Portsmouth","Liverpool",1,2,"A",1,2,"A","H Webb",8,19,6,12,10,8,5,4,1,0,0,0,3.2,3.25,2.2,3.2,3.2,2.1,3.15,3.25,2.15,3.2,3.1,2,2.75,3.25,2.2,3.2,3.2,2.2,3,3.3,2.05,2,1.7,2.05,1.75,2,1.8,0.25,1.98,1.86,0.25,2.049,1.85,0.25
"335","E0","20/04/05","Tottenham","West Brom",1,1,"D",0,1,"A","C Foy",15,10,5,4,12,12,7,3,2,0,0,0,1.66,3.4,5.5,1.8,3.2,4.3,1.75,3.35,4.5,1.65,3.3,4.4,1.67,3.4,4.33,1.7,3.4,5,1.72,3.4,4,1.9,1.79,1.85,1.95,2,1.8,-0.75,2.02,1.82,-0.75,2.025,1.875,-0.75
"336","E0","23/04/05","Aston Villa","Bolton",1,1,"D",1,0,"H"," U Rennie",13,12,10,6,17,13,7,5,0,2,0,0,2.37,3.25,2.87,2.25,3.2,2.9,2.35,3.2,2.9,2.2,3,2.9,2.25,3.2,2.75,2.3,3.3,2.9,2.25,3.2,2.75,2.05,1.65,2.2,1.65,1.73,2,0,2.06,1.78,-0.25,2.1,1.8,-0.25
"337","","","","",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","E0","23/04/05","Blackburn","Man City",0,0,"D",0,0,"D"," C Foy",11,7,5,1,20,17,6,2,0,0,0,0,2.3,3.25,3,2.3,3.1,2.9,2.3,3.2,3,2.2,3,2.9,2.2,3.2,2.8,2.25,3.3,3,2.3,3.2,2.62,2.05,1.65,2.2,1.65,2,1.8,-0.25,1.98,1.86,-0.25,2.025,1.875,-0.25
"339","","","","",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","E0","23/04/05","Chelsea","Fulham",3,1,"H",1,1,"D"," A Wiley",12,10,7,4,7,11,4,6,1,1,0,0,1.28,5,10,1.2,5.5,12,1.28,4.75,11,1.3,4.2,8,1.25,4.5,10,1.25,5.25,11,1.22,5,9.5,1.85,1.85,2,1.8,1.95,1.85,-1.25,2.1,1.74,-1.5,1.95,1.95,-1.25
"341","","","","",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","E0","23/04/05","Crystal Palace","Liverpool",1,0,"H",1,0,"H"," D Gallagher",6,9,3,7,19,14,4,1,2,5,0,0,3.75,3.5,1.9,4,3.2,1.85,3.6,3.4,1.95,3.2,3.1,2,3.4,3.25,1.91,3.75,3.4,1.91,3.5,3.5,1.8,2,1.71,2.1,1.7,1.75,1.95,0.5,1.9,1.94,0.5,1.975,1.925,0.5
"343","","","","",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","E0","23/04/05","Everton","Birmingham",1,1,"D",0,1,"A"," A D'Urso",11,9,6,4,18,18,9,5,2,3,0,0,1.66,3.4,5.5,1.7,3.35,4.75,1.7,3.4,5,1.6,3.4,4.6,1.62,3.25,5,1.62,3.6,5.5,1.61,3.3,5,2.05,1.65,2.2,1.65,1.9,1.9,-0.75,1.92,1.92,-0.75,1.925,1.975,-0.75
"345","","","","",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","E0","23/04/05","Middlesbrough","West Brom",4,0,"H",3,0,"H"," H Webb",12,15,8,9,12,12,1,4,1,1,0,0,1.9,3.3,4,1.8,3.2,4.3,1.95,3.25,3.8,1.9,3.1,3.5,2,3.2,3.2,1.85,3.4,4,1.8,3.4,3.6,1.95,1.75,2.05,1.75,1.95,1.75,-0.5,2.02,1.82,-0.5,2.1,1.8,-0.5
"347","","","","",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","E0","23/04/05","Norwich","Charlton",1,0,"H",0,0,"D"," M Atkinson",13,11,6,6,8,9,7,8,1,1,0,0,2.25,3.4,3,2.2,3.2,3,2.2,3.3,3.1,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.4,3,2.05,3.5,2.87,1.85,1.85,1.95,1.85,1.85,1.95,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25
"349","","","","",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
